Region_Geografica,Acceso_Servicios_Financieros,Tiempo_Pago_Horas,Uso_Tecnologia_Movil,Ingresos_Mensuales,Preferencia_Pago,Tenencia_Telefono_Celular,Edad,Nivel_Educativo,Frecuencia_Transacciones,Costo_Transporte_Pago,Numero_Cuentas_Bancarias,Satisfaccion_Servicios_Financieros,Sucursales_10KM
Zona Rural,Billetera Movil,1.24,Medio,1147582,Digital,Sí,26,Secundaria,12,9578.45,2,Insatisfecho,0
Comuna 8,Cuenta Bancaria,1.02,Bajo,1159878,Presencial,Sí,39,Técnico,50,14404.53,3,Satisfecho,0
Comuna 5,Billetera Movil,7.8,Bajo,2242489,Digital,Sí,23,Técnico,29,15278.2,1,Muy Insatisfecho,2
Comuna 13,Billetera Movil,0.78,Medio,2829786,Digital,No,55,Primaria,12,13641.51,3,Muy Satisfecho,3
Comuna 10,Sin Acceso,4.08,Alto,2637009,Digital,No,65,Técnico,25,9374.43,0,Muy Insatisfecho,3
Comuna 10,Billetera Movil,3.23,Alto,757814,Digital,No,19,Secundaria,3,15091.01,0,Insatisfecho,0
Comuna 8,Billetera Movil,0.93,Bajo,2994287,Presencial,No,56,Universitario,36,4322.86,3,Muy Satisfecho,0
Comuna 10,Sin Acceso,6.54,Medio,1794529,Presencial,No,59,Primaria,29,5829.02,0,Insatisfecho,0
Comuna 13,Sin Acceso,2.39,Alto,2453153,Presencial,No,69,Secundaria,24,16274.5,0,Satisfecho,0
Comuna 10,Cuenta Bancaria,2.32,Medio,2664627,Digital,No,27,Secundaria,6,7935.34,1,Insatisfecho,1
Comuna 5,Sin Acceso,6.42,Alto,647111,Presencial,Sí,35,Secundaria,25,11672.77,2,Neutral,0
Zona Rural,Cuenta Bancaria,2.44,Medio,1431762,Digital,No,53,Universitario,28,11330.69,0,Muy Satisfecho,3
Comuna 10,Sin Acceso,6.05,Alto,1515932,Digital,No,29,Secundaria,18,18905.57,3,Satisfecho,2
Comuna 13,Cuenta Bancaria,5.61,Medio,2908494,Presencial,No,43,Universitario,37,8309.13,3,Muy Insatisfecho,1
Comuna 8,Sin Acceso,4.71,Bajo,2931039,Digital,No,35,Técnico,23,7743.19,1,Muy Satisfecho,2
Zona Rural,Sin Acceso,7.75,Bajo,847200,Digital,Sí,57,Universitario,4,8203.48,2,Satisfecho,1
Comuna 10,Sin Acceso,1.89,Alto,2347218,Presencial,No,36,Universitario,5,3210.07,2,Insatisfecho,0
Comuna 8,Cuenta Bancaria,1.29,Bajo,924217,Presencial,Sí,67,Técnico,28,18128.07,0,Insatisfecho,0
Comuna 10,Cuenta Bancaria,6.39,Medio,912051,Presencial,No,34,Secundaria,8,14289.22,1,Neutral,1
Comuna 10,Billetera Movil,6.95,Alto,2185288,Presencial,Sí,46,Técnico,35,4449.4,0,Satisfecho,0
Zona Rural,Sin Acceso,4.11,Medio,1916624,Presencial,Sí,45,Secundaria,5,15203.02,1,Neutral,0
Zona Rural,Cuenta Bancaria,7.22,Medio,2818363,Digital,Sí,35,Técnico,34,8867.63,3,Neutral,1
Comuna 5,Billetera Movil,5.21,Medio,2255616,Digital,Sí,36,Técnico,25,11562.97,0,Muy Satisfecho,3
Comuna 8,Billetera Movil,6.73,Medio,1475732,Digital,Sí,26,Universitario,25,12413.05,3,Muy Satisfecho,1
Comuna 13,Cuenta Bancaria,3.87,Alto,2718904,Presencial,Sí,49,Secundaria,7,19988.01,3,Satisfecho,0
Comuna 10,Billetera Movil,0.73,Bajo,1990190,Presencial,Sí,23,Universitario,38,11625.0,3,Neutral,3
Comuna 10,Cuenta Bancaria,6.53,Bajo,2031291,Presencial,Sí,69,Primaria,38,19921.99,1,Insatisfecho,1
Comuna 13,Billetera Movil,0.69,Alto,2955740,Presencial,Sí,32,Universitario,39,18967.12,1,Satisfecho,3
Zona Rural,Cuenta Bancaria,5.92,Alto,1713976,Presencial,No,43,Secundaria,16,18866.59,0,Satisfecho,1
Comuna 5,Sin Acceso,4.25,Bajo,2319116,Digital,No,59,Técnico,11,11774.8,0,Insatisfecho,0
Comuna 10,Cuenta Bancaria,6.07,Medio,2368291,Digital,Sí,39,Primaria,42,7317.76,0,Muy Satisfecho,0
Comuna 13,Billetera Movil,5.86,Alto,2625496,Presencial,No,38,Técnico,41,12558.17,0,Muy Satisfecho,0
Comuna 13,Sin Acceso,4.65,Medio,1858900,Presencial,No,58,Secundaria,36,7127.19,1,Muy Insatisfecho,2
Comuna 5,Billetera Movil,6.7,Medio,2772866,Digital,Sí,35,Secundaria,11,14972.25,2,Neutral,1
Comuna 10,Billetera Movil,5.65,Alto,2013475,Digital,No,45,Secundaria,24,17843.95,1,Neutral,0
Comuna 13,Cuenta Bancaria,3.77,Alto,1370607,Presencial,Sí,45,Primaria,2,13850.59,3,Muy Satisfecho,0
Comuna 10,Sin Acceso,7.97,Alto,1933565,Digital,No,28,Universitario,20,7362.91,0,Muy Insatisfecho,1
Comuna 5,Cuenta Bancaria,6.7,Medio,2934533,Presencial,No,28,Universitario,21,17108.35,3,Muy Satisfecho,2
Comuna 8,Sin Acceso,3.16,Medio,1076500,Presencial,Sí,43,Primaria,41,19910.14,1,Neutral,0
Comuna 13,Billetera Movil,6.43,Alto,860403,Digital,Sí,62,Universitario,46,9158.36,0,Muy Satisfecho,0
Comuna 5,Cuenta Bancaria,4.13,Bajo,776439,Presencial,Sí,48,Técnico,49,1794.03,3,Neutral,0
Comuna 5,Sin Acceso,6.4,Bajo,1036432,Presencial,No,56,Secundaria,21,6123.11,2,Neutral,2
Zona Rural,Billetera Movil,3.32,Medio,784190,Presencial,No,18,Técnico,33,17317.18,2,Neutral,3
Comuna 5,Sin Acceso,5.45,Medio,1936612,Presencial,Sí,60,Secundaria,3,11998.26,2,Insatisfecho,0
Zona Rural,Cuenta Bancaria,1.42,Alto,1863648,Digital,Sí,33,Técnico,2,19165.25,0,Neutral,0
Comuna 8,Sin Acceso,6.3,Medio,2415288,Digital,No,41,Universitario,34,13343.02,3,Muy Insatisfecho,1
Comuna 10,Sin Acceso,4.8,Medio,2708060,Presencial,No,52,Universitario,24,14427.91,1,Muy Satisfecho,0
Zona Rural,Sin Acceso,6.42,Alto,1234154,Digital,No,40,Primaria,5,18472.19,2,Muy Satisfecho,0
Comuna 10,Sin Acceso,1.25,Bajo,2648968,Presencial,No,43,Primaria,42,12074.21,3,Insatisfecho,0
Zona Rural,Sin Acceso,4.78,Bajo,1660504,Presencial,No,68,Universitario,32,7857.02,1,Muy Satisfecho,0
Comuna 8,Sin Acceso,7.08,Alto,2874176,Digital,No,52,Universitario,29,10531.97,2,Satisfecho,0
Zona Rural,Cuenta Bancaria,7.22,Bajo,2307587,Presencial,No,34,Secundaria,29,18075.42,3,Satisfecho,0
Comuna 13,Sin Acceso,2.45,Alto,2285333,Presencial,Sí,56,Universitario,30,2350.35,1,Neutral,3
Comuna 5,Sin Acceso,0.92,Alto,1787489,Digital,Sí,61,Primaria,14,16221.6,1,Insatisfecho,0
Comuna 8,Sin Acceso,5.48,Medio,2746072,Digital,Sí,26,Técnico,24,13636.73,2,Satisfecho,0
Comuna 5,Cuenta Bancaria,1.27,Alto,1967402,Digital,No,37,Primaria,8,16941.87,2,Satisfecho,0
Comuna 8,Cuenta Bancaria,0.83,Medio,969095,Presencial,Sí,66,Primaria,45,11344.05,3,Satisfecho,0
Comuna 13,Cuenta Bancaria,2.76,Medio,941244,Digital,Sí,69,Técnico,36,3642.94,3,Muy Insatisfecho,0
Comuna 10,Billetera Movil,6.58,Alto,1328998,Digital,Sí,26,Primaria,4,14255.68,0,Muy Insatisfecho,1
Comuna 10,Cuenta Bancaria,1.76,Medio,2934796,Presencial,No,53,Secundaria,41,17839.05,1,Insatisfecho,2
Comuna 8,Billetera Movil,5.23,Bajo,2673305,Digital,No,46,Universitario,6,6799.93,3,Neutral,0
Comuna 8,Sin Acceso,6.32,Alto,2219399,Presencial,Sí,47,Técnico,24,7758.91,2,Neutral,0
Comuna 10,Billetera Movil,0.56,Alto,1647166,Digital,No,63,Universitario,25,3062.82,1,Muy Insatisfecho,0
Zona Rural,Cuenta Bancaria,4.19,Alto,1148845,Digital,Sí,69,Secundaria,18,11375.76,2,Neutral,2
Comuna 5,Billetera Movil,2.7,Bajo,510249,Digital,No,22,Universitario,1,8124.47,2,Muy Insatisfecho,3
Comuna 13,Billetera Movil,4.93,Medio,679795,Presencial,Sí,62,Universitario,28,12764.34,2,Muy Insatisfecho,0
Comuna 10,Sin Acceso,7.9,Alto,879660,Presencial,No,45,Secundaria,29,4905.68,2,Neutral,1
Zona Rural,Sin Acceso,2.75,Alto,1423077,Presencial,Sí,35,Primaria,26,2783.99,1,Satisfecho,2
Comuna 10,Cuenta Bancaria,2.15,Alto,1741003,Digital,Sí,37,Primaria,39,11095.73,3,Insatisfecho,0
Comuna 10,Sin Acceso,6.81,Alto,2316372,Presencial,No,59,Técnico,15,12675.56,0,Insatisfecho,0
Zona Rural,Cuenta Bancaria,2.32,Medio,1714814,Digital,Sí,46,Secundaria,30,14071.47,0,Satisfecho,2
Zona Rural,Cuenta Bancaria,3.19,Medio,2196169,Presencial,Sí,62,Secundaria,29,12193.22,2,Muy Insatisfecho,2
Zona Rural,Sin Acceso,7.53,Bajo,2464760,Presencial,No,47,Secundaria,18,2259.12,0,Muy Satisfecho,0
Comuna 13,Sin Acceso,1.52,Bajo,2413470,Digital,Sí,48,Primaria,32,10216.26,2,Insatisfecho,1
Comuna 8,Billetera Movil,3.82,Medio,2352245,Presencial,No,58,Universitario,27,8703.34,0,Insatisfecho,0
Comuna 10,Cuenta Bancaria,6.98,Bajo,1403141,Presencial,No,24,Universitario,33,9442.04,1,Muy Satisfecho,0
Comuna 10,Sin Acceso,3.55,Medio,2062466,Digital,Sí,57,Secundaria,41,9149.69,2,Insatisfecho,1
Zona Rural,Billetera Movil,5.66,Medio,965443,Digital,Sí,21,Primaria,41,10282.56,2,Neutral,0
Comuna 8,Cuenta Bancaria,6.48,Medio,2864010,Digital,Sí,30,Secundaria,18,16429.89,0,Insatisfecho,1
Comuna 8,Cuenta Bancaria,1.09,Bajo,2064637,Presencial,Sí,46,Secundaria,42,6110.44,3,Insatisfecho,0
Zona Rural,Cuenta Bancaria,6.82,Bajo,2693986,Digital,No,40,Secundaria,7,10332.57,2,Insatisfecho,0
Comuna 13,Cuenta Bancaria,2.63,Bajo,679126,Presencial,No,43,Técnico,8,4044.27,3,Neutral,1
Zona Rural,Cuenta Bancaria,6.31,Bajo,1027360,Digital,Sí,26,Primaria,49,4965.95,3,Muy Insatisfecho,3
Comuna 8,Billetera Movil,4.71,Bajo,973852,Digital,Sí,51,Secundaria,31,19884.5,1,Neutral,1
Comuna 13,Billetera Movil,6.76,Alto,2029993,Presencial,Sí,61,Universitario,34,6199.2,3,Muy Insatisfecho,0
Comuna 5,Billetera Movil,7.84,Bajo,2858310,Presencial,Sí,39,Secundaria,31,15083.71,1,Satisfecho,0
Zona Rural,Billetera Movil,6.45,Bajo,2881344,Digital,Sí,36,Secundaria,10,19014.95,3,Muy Satisfecho,1
Comuna 10,Sin Acceso,1.84,Medio,863838,Presencial,No,40,Secundaria,15,13952.29,3,Muy Insatisfecho,0
Comuna 5,Sin Acceso,1.66,Alto,2137599,Presencial,No,22,Universitario,2,19392.34,1,Muy Insatisfecho,0
Comuna 5,Billetera Movil,3.24,Bajo,627274,Digital,Sí,38,Secundaria,39,18261.18,3,Satisfecho,0
Comuna 10,Cuenta Bancaria,2.84,Alto,1319633,Presencial,Sí,49,Técnico,14,13646.02,1,Insatisfecho,3
Zona Rural,Cuenta Bancaria,1.16,Alto,2885536,Digital,Sí,55,Secundaria,33,13221.34,0,Muy Insatisfecho,0
Comuna 10,Sin Acceso,0.69,Medio,534388,Presencial,Sí,36,Técnico,40,12321.32,3,Satisfecho,0
Comuna 13,Cuenta Bancaria,3.86,Medio,2171763,Digital,No,28,Primaria,9,16290.48,2,Muy Satisfecho,1
Comuna 10,Cuenta Bancaria,2.19,Medio,706462,Presencial,Sí,18,Universitario,4,10019.92,2,Satisfecho,0
Zona Rural,Billetera Movil,2.98,Medio,2618990,Presencial,No,58,Técnico,9,18138.97,2,Neutral,0
Comuna 13,Sin Acceso,6.67,Bajo,2623549,Digital,Sí,53,Universitario,45,18893.33,2,Muy Satisfecho,3
Zona Rural,Billetera Movil,1.42,Medio,1606615,Digital,Sí,60,Técnico,49,9819.08,1,Neutral,3
Comuna 8,Billetera Movil,4.77,Medio,1673535,Digital,Sí,51,Técnico,43,4079.44,3,Insatisfecho,1
Comuna 13,Cuenta Bancaria,4.5,Medio,2663548,Presencial,No,40,Universitario,9,1715.27,3,Insatisfecho,1
Zona Rural,Billetera Movil,5.69,Bajo,2396392,Digital,No,20,Primaria,23,1719.87,1,Satisfecho,0
Comuna 5,Sin Acceso,0.57,Medio,2895917,Digital,No,68,Secundaria,16,1871.29,2,Satisfecho,0
Comuna 8,Cuenta Bancaria,6.01,Alto,2953566,Digital,No,19,Primaria,40,9521.86,2,Muy Insatisfecho,0
Comuna 5,Billetera Movil,3.05,Bajo,802532,Digital,No,59,Secundaria,5,6298.57,2,Satisfecho,0
Comuna 13,Billetera Movil,1.57,Bajo,1250651,Digital,No,63,Técnico,23,7870.83,2,Insatisfecho,1
Comuna 10,Sin Acceso,0.88,Alto,2989064,Digital,Sí,60,Técnico,13,13327.9,2,Satisfecho,1
Comuna 10,Cuenta Bancaria,6.68,Alto,527302,Digital,No,52,Técnico,40,1912.39,1,Muy Insatisfecho,2
Comuna 10,Cuenta Bancaria,6.2,Bajo,2080030,Digital,No,36,Técnico,15,2995.25,2,Muy Insatisfecho,1
Comuna 8,Billetera Movil,4.53,Alto,1869548,Presencial,No,51,Técnico,45,3803.09,2,Neutral,0
Comuna 5,Cuenta Bancaria,4.84,Medio,2887439,Digital,No,56,Primaria,28,17989.98,0,Satisfecho,0
Comuna 13,Billetera Movil,1.14,Alto,1534006,Digital,Sí,66,Técnico,7,11718.69,3,Muy Insatisfecho,2
Comuna 8,Cuenta Bancaria,2.55,Medio,1861891,Presencial,Sí,43,Técnico,28,7239.75,2,Neutral,0
Comuna 5,Billetera Movil,2.54,Bajo,975573,Digital,No,40,Secundaria,12,15394.72,3,Muy Satisfecho,1
Comuna 5,Cuenta Bancaria,6.61,Bajo,791231,Digital,Sí,59,Primaria,33,5185.98,2,Muy Insatisfecho,3
Comuna 13,Sin Acceso,5.58,Medio,2475745,Digital,No,57,Primaria,27,9057.65,3,Satisfecho,3
Comuna 5,Billetera Movil,7.92,Alto,1621665,Digital,Sí,45,Técnico,32,13689.72,3,Neutral,0
Comuna 8,Sin Acceso,2.09,Alto,1927999,Digital,Sí,52,Técnico,27,12902.26,3,Satisfecho,0
Comuna 10,Sin Acceso,6.52,Alto,2651908,Presencial,Sí,41,Universitario,35,10738.79,3,Insatisfecho,0
Comuna 5,Sin Acceso,5.07,Medio,1299800,Digital,Sí,29,Secundaria,45,11124.31,2,Neutral,0
Comuna 13,Cuenta Bancaria,5.86,Alto,2133081,Digital,Sí,27,Universitario,15,15317.83,1,Neutral,1
Zona Rural,Sin Acceso,5.74,Bajo,1865912,Presencial,No,55,Primaria,18,2220.78,2,Muy Insatisfecho,1
Zona Rural,Billetera Movil,2.8,Alto,1262130,Presencial,No,63,Técnico,43,14681.09,0,Insatisfecho,0
Comuna 13,Billetera Movil,0.77,Bajo,1571515,Presencial,No,28,Secundaria,14,7446.5,1,Muy Insatisfecho,0
Comuna 10,Billetera Movil,0.94,Bajo,2045865,Presencial,No,37,Técnico,10,1975.98,1,Muy Satisfecho,0
Comuna 8,Sin Acceso,6.13,Medio,2867790,Presencial,No,32,Primaria,33,6605.32,1,Satisfecho,1
Comuna 10,Sin Acceso,3.56,Bajo,1891842,Presencial,No,28,Primaria,49,16860.82,3,Muy Insatisfecho,1
Comuna 13,Billetera Movil,3.75,Medio,2544117,Presencial,Sí,40,Primaria,43,12506.99,0,Muy Insatisfecho,0
Comuna 8,Cuenta Bancaria,6.5,Bajo,2719569,Presencial,No,46,Universitario,28,14968.39,3,Neutral,0
Zona Rural,Cuenta Bancaria,6.29,Alto,1869655,Digital,No,46,Universitario,7,14900.06,0,Insatisfecho,3
Zona Rural,Sin Acceso,3.17,Bajo,2239818,Presencial,No,22,Técnico,17,1212.26,1,Insatisfecho,1
Comuna 8,Sin Acceso,7.96,Alto,825567,Digital,Sí,31,Técnico,10,19748.96,3,Satisfecho,1
Zona Rural,Sin Acceso,3.53,Medio,1097625,Presencial,No,43,Secundaria,26,19760.48,1,Satisfecho,1
Comuna 5,Cuenta Bancaria,1.86,Medio,2789098,Presencial,Sí,21,Universitario,2,18545.26,3,Muy Satisfecho,0
Comuna 13,Cuenta Bancaria,2.22,Bajo,2433621,Presencial,No,39,Universitario,5,2234.14,2,Muy Insatisfecho,0
Comuna 8,Cuenta Bancaria,5.87,Alto,2432278,Presencial,No,59,Primaria,39,15422.57,2,Insatisfecho,0
Comuna 5,Cuenta Bancaria,1.61,Medio,2543944,Digital,No,19,Técnico,39,12342.78,0,Neutral,0
Comuna 10,Billetera Movil,7.98,Bajo,1943327,Presencial,Sí,34,Técnico,7,12115.28,1,Muy Insatisfecho,0
Comuna 13,Cuenta Bancaria,3.22,Bajo,2104192,Digital,Sí,29,Técnico,49,4366.22,3,Insatisfecho,0
Comuna 10,Cuenta Bancaria,4.92,Bajo,1843675,Digital,Sí,49,Primaria,6,7974.6,1,Insatisfecho,0
Comuna 13,Sin Acceso,0.53,Alto,1669838,Presencial,Sí,29,Técnico,33,6102.09,2,Muy Insatisfecho,1
Comuna 5,Cuenta Bancaria,2.7,Alto,1841448,Digital,No,39,Primaria,11,13497.94,1,Muy Insatisfecho,3
Comuna 8,Cuenta Bancaria,7.15,Medio,2775376,Presencial,No,41,Universitario,35,18714.46,3,Insatisfecho,3
Comuna 13,Cuenta Bancaria,6.44,Bajo,504857,Digital,Sí,56,Secundaria,38,14417.63,2,Muy Satisfecho,0
Zona Rural,Sin Acceso,3.65,Alto,1362523,Presencial,Sí,36,Primaria,17,8991.17,0,Insatisfecho,2
Comuna 13,Billetera Movil,6.5,Medio,710174,Digital,Sí,21,Primaria,38,3608.21,0,Neutral,0
Comuna 5,Sin Acceso,1.94,Medio,2940974,Presencial,Sí,19,Técnico,50,4570.4,3,Muy Satisfecho,0
Comuna 13,Sin Acceso,6.03,Bajo,1971047,Digital,Sí,49,Secundaria,30,10532.25,0,Satisfecho,1
Comuna 8,Cuenta Bancaria,6.07,Bajo,1416394,Digital,Sí,30,Técnico,28,13832.2,1,Satisfecho,2
Comuna 8,Cuenta Bancaria,7.86,Medio,1281201,Digital,No,33,Secundaria,20,13025.92,1,Muy Satisfecho,0
Comuna 13,Sin Acceso,5.24,Medio,842920,Presencial,Sí,69,Primaria,7,19635.72,3,Muy Satisfecho,1
Comuna 10,Cuenta Bancaria,6.07,Medio,883590,Digital,Sí,37,Primaria,25,9203.68,3,Satisfecho,0
Comuna 8,Cuenta Bancaria,4.49,Bajo,509351,Digital,No,57,Universitario,31,10775.78,1,Muy Satisfecho,3
Comuna 13,Billetera Movil,7.17,Bajo,2540093,Presencial,Sí,24,Técnico,48,2913.92,2,Satisfecho,3
Comuna 5,Cuenta Bancaria,7.25,Medio,2922411,Presencial,No,43,Universitario,28,8145.97,3,Satisfecho,0
Comuna 13,Cuenta Bancaria,1.18,Bajo,1106573,Digital,No,25,Técnico,38,6962.74,0,Muy Satisfecho,0
Comuna 5,Sin Acceso,7.91,Alto,1334641,Digital,Sí,24,Primaria,29,3949.3,2,Satisfecho,2
Comuna 13,Billetera Movil,5.98,Medio,2260463,Presencial,Sí,56,Universitario,33,5935.92,0,Satisfecho,0
Comuna 13,Cuenta Bancaria,1.01,Alto,981336,Digital,Sí,35,Técnico,26,6878.94,2,Muy Satisfecho,0
Comuna 10,Sin Acceso,1.51,Bajo,2885662,Presencial,Sí,40,Secundaria,31,11984.75,2,Satisfecho,0
Zona Rural,Billetera Movil,1.7,Alto,2903803,Digital,Sí,26,Secundaria,25,5618.29,0,Muy Insatisfecho,2
Zona Rural,Cuenta Bancaria,2.43,Alto,2338034,Digital,No,34,Secundaria,7,1117.24,0,Muy Insatisfecho,0
Comuna 13,Sin Acceso,6.9,Bajo,2407258,Digital,Sí,45,Técnico,27,15346.33,1,Muy Insatisfecho,3
Zona Rural,Cuenta Bancaria,0.88,Alto,2652118,Presencial,Sí,24,Técnico,41,14741.87,1,Insatisfecho,1
Comuna 8,Sin Acceso,1.72,Medio,2826056,Digital,Sí,22,Primaria,19,9312.62,0,Muy Satisfecho,1
Comuna 5,Sin Acceso,5.45,Medio,1009188,Presencial,No,41,Secundaria,32,13576.49,0,Insatisfecho,0
Comuna 13,Cuenta Bancaria,2.51,Medio,1043711,Digital,No,60,Secundaria,34,7101.72,2,Insatisfecho,1
Comuna 13,Billetera Movil,5.82,Alto,1386930,Digital,No,39,Primaria,24,13394.81,2,Insatisfecho,0
Comuna 5,Billetera Movil,4.98,Bajo,818737,Presencial,No,27,Secundaria,48,12882.77,1,Satisfecho,2
Zona Rural,Sin Acceso,3.49,Alto,592661,Presencial,Sí,60,Secundaria,14,12383.82,3,Insatisfecho,0
Comuna 8,Sin Acceso,7.89,Alto,1595821,Presencial,No,40,Universitario,10,1734.09,1,Satisfecho,0
Comuna 13,Sin Acceso,5.1,Alto,625912,Digital,No,32,Técnico,17,3575.36,2,Insatisfecho,0
Comuna 10,Cuenta Bancaria,4.07,Medio,1186901,Digital,Sí,60,Primaria,37,9708.7,2,Muy Insatisfecho,1
Comuna 8,Cuenta Bancaria,7.9,Alto,2296236,Digital,Sí,69,Técnico,10,2334.01,2,Insatisfecho,3
Comuna 13,Sin Acceso,1.28,Bajo,1255697,Presencial,Sí,44,Secundaria,39,14451.79,1,Muy Insatisfecho,0
Comuna 5,Cuenta Bancaria,3.49,Bajo,1793897,Presencial,No,19,Secundaria,33,7482.45,3,Insatisfecho,1
Zona Rural,Cuenta Bancaria,7.92,Medio,859394,Digital,No,60,Universitario,5,13688.26,2,Muy Insatisfecho,0
Comuna 8,Billetera Movil,7.03,Alto,2204659,Digital,Sí,68,Técnico,48,12170.92,2,Muy Satisfecho,1
Comuna 10,Sin Acceso,7.92,Medio,2853244,Digital,No,47,Primaria,14,18719.27,3,Insatisfecho,3
Comuna 5,Sin Acceso,1.84,Medio,2229886,Digital,No,29,Primaria,36,19637.1,3,Satisfecho,3
Zona Rural,Sin Acceso,2.71,Medio,1979666,Digital,Sí,66,Primaria,8,1462.09,1,Insatisfecho,1
Zona Rural,Sin Acceso,2.97,Medio,2827552,Presencial,Sí,45,Secundaria,10,4454.14,2,Insatisfecho,0
Comuna 13,Billetera Movil,1.11,Alto,2882726,Presencial,No,39,Primaria,35,15680.16,2,Neutral,2
Zona Rural,Sin Acceso,4.19,Alto,919660,Digital,No,57,Secundaria,36,17866.17,3,Insatisfecho,0
Zona Rural,Billetera Movil,1.97,Medio,1892607,Digital,No,63,Secundaria,20,11796.41,2,Neutral,0
Comuna 10,Sin Acceso,1.12,Medio,1550319,Presencial,No,50,Técnico,32,5135.18,3,Muy Insatisfecho,1
Comuna 5,Sin Acceso,3.23,Bajo,2774928,Digital,Sí,21,Técnico,18,9161.79,2,Satisfecho,1
Comuna 5,Cuenta Bancaria,0.69,Bajo,2105417,Digital,Sí,22,Secundaria,7,2562.14,0,Satisfecho,0
Zona Rural,Billetera Movil,2.41,Alto,1593485,Presencial,Sí,40,Primaria,20,3896.2,0,Muy Insatisfecho,2
Comuna 8,Sin Acceso,2.09,Medio,2539888,Digital,Sí,28,Secundaria,7,18735.68,1,Muy Insatisfecho,0
Comuna 8,Cuenta Bancaria,7.72,Medio,1502982,Digital,No,24,Técnico,1,12774.6,0,Satisfecho,0
Comuna 10,Sin Acceso,7.1,Medio,670701,Presencial,Sí,62,Técnico,50,19513.7,2,Insatisfecho,0
Zona Rural,Cuenta Bancaria,2.38,Alto,1900476,Digital,Sí,57,Secundaria,33,6934.32,1,Muy Insatisfecho,0
Comuna 13,Billetera Movil,3.74,Alto,2826150,Presencial,No,50,Secundaria,44,10241.08,1,Satisfecho,0
Comuna 8,Billetera Movil,7.01,Bajo,2250719,Digital,Sí,60,Secundaria,37,9941.85,0,Satisfecho,0
Comuna 5,Sin Acceso,7.76,Bajo,2695992,Digital,Sí,56,Universitario,16,9562.72,1,Neutral,2
Comuna 10,Billetera Movil,2.8,Medio,1639047,Digital,Sí,70,Universitario,50,17699.75,2,Satisfecho,0
Zona Rural,Billetera Movil,3.25,Medio,1208610,Digital,Sí,25,Técnico,11,7076.62,1,Muy Insatisfecho,0
Comuna 10,Sin Acceso,4.15,Medio,2525265,Digital,No,63,Primaria,9,16242.34,3,Satisfecho,1
Comuna 5,Sin Acceso,5.77,Bajo,2555239,Presencial,No,59,Universitario,32,8521.59,0,Insatisfecho,2
Comuna 8,Sin Acceso,7.39,Bajo,1654968,Presencial,Sí,38,Primaria,18,8692.57,2,Muy Satisfecho,1
Comuna 10,Billetera Movil,3.5,Bajo,2757046,Digital,No,65,Universitario,1,8380.05,2,Satisfecho,2
Zona Rural,Cuenta Bancaria,6.66,Alto,1724035,Digital,No,26,Universitario,33,19750.8,2,Muy Insatisfecho,1
Comuna 5,Billetera Movil,3.71,Bajo,636917,Presencial,No,37,Técnico,13,8250.3,3,Muy Satisfecho,0
Comuna 13,Billetera Movil,4.4,Alto,2608162,Digital,Sí,63,Técnico,8,11156.56,2,Muy Satisfecho,0
Comuna 5,Cuenta Bancaria,3.6,Bajo,1661545,Digital,No,31,Primaria,46,3093.99,1,Muy Satisfecho,0
Comuna 10,Sin Acceso,6.82,Medio,773240,Digital,Sí,53,Secundaria,40,6584.34,2,Insatisfecho,0
Comuna 5,Billetera Movil,0.81,Alto,1002706,Presencial,Sí,59,Secundaria,15,15249.13,1,Insatisfecho,0
Comuna 5,Sin Acceso,1.45,Bajo,1753446,Digital,No,40,Secundaria,39,17806.63,0,Muy Satisfecho,0
Comuna 5,Sin Acceso,6.4,Bajo,2844334,Presencial,Sí,45,Universitario,14,16641.91,3,Muy Insatisfecho,1
Comuna 10,Billetera Movil,0.69,Medio,1128106,Digital,No,23,Técnico,43,6312.51,2,Muy Satisfecho,0
Comuna 5,Sin Acceso,7.39,Bajo,1064515,Digital,Sí,58,Primaria,6,1666.58,1,Insatisfecho,1
Comuna 13,Billetera Movil,5.57,Bajo,1958276,Digital,Sí,52,Secundaria,35,14601.8,0,Muy Insatisfecho,0
Zona Rural,Sin Acceso,6.73,Medio,2250821,Digital,No,43,Técnico,8,8297.79,3,Neutral,0
Comuna 8,Sin Acceso,4.24,Alto,2350101,Presencial,No,45,Técnico,11,13500.05,1,Muy Insatisfecho,0
Zona Rural,Cuenta Bancaria,2.32,Alto,1365075,Digital,No,40,Secundaria,49,5411.01,0,Neutral,0
Comuna 13,Billetera Movil,1.6,Medio,899064,Presencial,No,29,Primaria,2,5381.15,0,Muy Satisfecho,0
Comuna 10,Sin Acceso,5.7,Medio,1153806,Presencial,Sí,44,Universitario,37,9443.3,0,Muy Satisfecho,0
Comuna 10,Billetera Movil,6.91,Medio,2654684,Digital,No,30,Primaria,15,13039.23,3,Satisfecho,3
Zona Rural,Sin Acceso,6.45,Alto,1285555,Presencial,No,62,Primaria,31,19950.78,0,Satisfecho,1
Comuna 13,Sin Acceso,5.96,Medio,1816387,Digital,No,25,Técnico,1,3991.48,3,Satisfecho,2
Comuna 10,Cuenta Bancaria,7.83,Bajo,2322969,Presencial,No,27,Técnico,40,7043.62,1,Neutral,1
Comuna 8,Cuenta Bancaria,3.34,Medio,1712473,Digital,No,38,Secundaria,29,13200.23,2,Muy Satisfecho,0
